fips,familyCode,weightCensus,ageAdjustment,weightFinal,
41063,a1i0p1s1t0,,0.2692,,
41063,a1i0p1s0t1,,0.2308,,
41063,a1i0p0s2t0,,0.2899,,
41063,a1i0p0s1t1,,0.497,,
41063,a1i0p0s0t2,,0.213,,
41063,a2i2p0s0t0,,0.25,,
41063,a2i1p1s0t0,,0.5,,
41063,a2i1p0s1t0,,0.2692,,
41063,a2i1p0s0t1,,0.2308,,
41063,a2i0p2s0t0,,0.25,,
41063,a2i0p1s1t0,,0.2692,,
41063,a2i0p1s0t1,,0.2308,,
41063,a2i0p0s2t0,,0.2899,,
41063,a2i0p0s1t1,,0.497,,
41063,a2i0p0s0t2,,0.213,,
41065,a1i2p0s0t0,,0.25,,
41065,a1i1p1s0t0,,0.5,,
41065,a1i1p0s1t0,,0.2692,,
41065,a1i1p0s0t1,,0.2308,,
41065,a1i0p2s0t0,,0.25,,
41065,a1i0p1s1t0,,0.2692,,
41065,a1i0p1s0t1,,0.2308,,
41065,a1i0p0s2t0,,0.2899,,
41065,a1i0p0s1t1,,0.497,,
41065,a1i0p0s0t2,,0.213,,
41065,a2i2p0s0t0,,0.25,,
41065,a2i1p1s0t0,,0.5,,
41065,a2i1p0s1t0,,0.2692,,
41065,a2i1p0s0t1,,0.2308,,
41065,a2i0p2s0t0,,0.25,,
41065,a2i0p1s1t0,,0.2692,,
41065,a2i0p1s0t1,,0.2308,,
41065,a2i0p0s2t0,,0.2899,,
41065,a2i0p0s1t1,,0.497,,
41065,a2i0p0s0t2,,0.213,,
41067,a1i2p0s0t0,,0.25,,
41067,a1i1p1s0t0,,0.5,,
41067,a1i1p0s1t0,,0.2692,,
41067,a1i1p0s0t1,,0.2308,,
41067,a1i0p2s0t0,,0.25,,
41067,a1i0p1s1t0,,0.2692,,
41067,a1i0p1s0t1,,0.2308,,
41067,a1i0p0s2t0,,0.2899,,
41067,a1i0p0s1t1,,0.497,,
41067,a1i0p0s0t2,,0.213,,
41067,a2i2p0s0t0,,0.25,,
41067,a2i1p1s0t0,,0.5,,
41067,a2i1p0s1t0,,0.2692,,
41067,a2i1p0s0t1,,0.2308,,
41067,a2i0p2s0t0,,0.25,,
41067,a2i0p1s1t0,,0.2692,,
41067,a2i0p1s0t1,,0.2308,,
41067,a2i0p0s2t0,,0.2899,,
41067,a2i0p0s1t1,,0.497,,
41067,a2i0p0s0t2,,0.213,,
41069,a1i2p0s0t0,,0.25,,
41069,a1i1p1s0t0,,0.5,,
41069,a1i1p0s1t0,,0.2692,,
41069,a1i1p0s0t1,,0.2308,,
41069,a1i0p2s0t0,,0.25,,
41069,a1i0p1s1t0,,0.2692,,
41069,a1i0p1s0t1,,0.2308,,
41069,a1i0p0s2t0,,0.2899,,
41069,a1i0p0s1t1,,0.497,,
41069,a1i0p0s0t2,,0.213,,
41069,a2i2p0s0t0,,0.25,,
41069,a2i1p1s0t0,,0.5,,
41069,a2i1p0s1t0,,0.2692,,
41069,a2i1p0s0t1,,0.2308,,
41069,a2i0p2s0t0,,0.25,,
41069,a2i0p1s1t0,,0.2692,,
41069,a2i0p1s0t1,,0.2308,,
41069,a2i0p0s2t0,,0.2899,,
41069,a2i0p0s1t1,,0.497,,
41069,a2i0p0s0t2,,0.213,,
41071,a1i2p0s0t0,,0.25,,
41071,a1i1p1s0t0,,0.5,,
41071,a1i1p0s1t0,,0.2692,,
41071,a1i1p0s0t1,,0.2308,,
41071,a1i0p2s0t0,,0.25,,
41071,a1i0p1s1t0,,0.2692,,
41071,a1i0p1s0t1,,0.2308,,
41071,a1i0p0s2t0,,0.2899,,
41071,a1i0p0s1t1,,0.497,,
41071,a1i0p0s0t2,,0.213,,
41071,a2i2p0s0t0,,0.25,,
41071,a2i1p1s0t0,,0.5,,
41071,a2i1p0s1t0,,0.2692,,
41071,a2i1p0s0t1,,0.2308,,
41071,a2i0p2s0t0,,0.25,,
41071,a2i0p1s1t0,,0.2692,,
41071,a2i0p1s0t1,,0.2308,,
41071,a2i0p0s2t0,,0.2899,,
41071,a2i0p0s1t1,,0.497,,
41071,a2i0p0s0t2,,0.213,,
