GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16
Id,Id2,Geography,Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total:,Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total:,Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - Total,Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - Total,Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - With own children under 18 years,Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - With own children under 18 years,Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - No own children under 18 years,Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Married-couple family -- - No own children under 18 years,Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Total,Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Total,"Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - Total","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - Total","Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - With own children under 18 years","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - With own children under 18 years","Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - No own children under 18 years","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Male householder, no wife present -- - No own children under 18 years","Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - Total","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - Total","Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - With own children under 18 years","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - With own children under 18 years","Estimate; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - No own children under 18 years","Margin of Error; Median family income in the past 12 months (in 2013 inflation-adjusted dollars) -- - Other family -- - Female householder, no husband present -- - No own children under 18 years"
0500000US41003,41003,"Benton County, Oregon",74566,6210,81505,4733,81050,23485,81581,3177,31151,19983,8817,20741,-,**,9575,42872,35326,10876,32759,15222,47590,30288
0500000US41005,41005,"Clackamas County, Oregon",77915,2964,87983,4242,91996,4730,84147,2536,43514,4065,52574,13044,46766,12659,58105,8678,40586,3785,34482,5775,57706,8393
0500000US41017,41017,"Deschutes County, Oregon",58201,7022,68485,5711,77657,16217,61067,7940,30961,4328,24468,14351,26324,28127,23016,9074,32412,3841,31183,9850,33372,4032
0500000US41019,41019,"Douglas County, Oregon",49442,5132,61618,3380,70455,10633,58304,5432,27020,4154,30640,7558,24622,2760,51404,62170,25265,4937,18862,7728,33273,6100
0500000US41029,41029,"Jackson County, Oregon",51943,4130,61056,4674,66856,12772,59186,3736,24226,5971,30495,9955,20201,12464,51938,40230,23545,5242,21928,4644,40023,19661
0500000US41033,41033,"Josephine County, Oregon",46542,7110,54379,7492,61050,10309,51679,7536,34246,8289,28129,7651,27594,21377,36814,28304,35874,8451,17789,8417,39815,9498
0500000US41035,41035,"Klamath County, Oregon",47818,6290,56906,8014,55451,16047,57554,8990,30109,7446,35619,8893,26667,22262,39330,43277,27902,7547,21649,13556,32616,13912
0500000US41039,41039,"Lane County, Oregon",57398,3222,68206,2913,66430,5767,69229,3176,27304,5966,32106,5416,31902,5145,33130,23247,23568,5370,17553,3967,35851,7723
0500000US41043,41043,"Linn County, Oregon",52201,5167,65021,4322,69254,4446,59536,6129,25959,2372,38835,16624,20780,32686,39678,18990,24378,4996,17035,11282,34091,12046
0500000US41047,41047,"Marion County, Oregon",54080,3268,65255,3563,60481,5116,70361,6132,28977,3611,31731,13604,28767,13085,53106,17385,27427,4375,21620,8369,35447,11420
0500000US41051,41051,"Multnomah County, Oregon",68828,3849,85657,2540,93116,5943,79670,3152,37415,3435,48308,6274,41110,11538,52489,8000,33974,2799,26723,6547,43261,4453
0500000US41053,41053,"Polk County, Oregon",58759,7734,66121,7308,66326,8260,65413,12557,35447,11686,92064,50044,9216,26040,114321,52664,29644,15190,22786,18201,48200,13941
0500000US41059,41059,"Umatilla County, Oregon",56818,6165,62178,5466,62904,8266,61886,7126,31924,11846,47245,17239,47525,28417,47231,24262,24262,8434,18810,12531,64739,24299
0500000US41067,41067,"Washington County, Oregon",75736,2899,86874,2142,90942,2296,83297,3815,40497,4728,48076,16220,57852,26992,45892,11384,36552,6343,26259,5161,49316,7630
0500000US41071,41071,"Yamhill County, Oregon",60699,3123,66380,5731,61805,6382,70720,8393,34295,10905,55118,46837,19333,47408,55907,33143,33632,7232,31731,6814,42831,7114
