GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No earners (dollars),Margin of Error; Total: - No earners (dollars),Estimate; Total: - 1 earner (dollars),Margin of Error; Total: - 1 earner (dollars),Estimate; Total: - 2 earners (dollars),Margin of Error; Total: - 2 earners (dollars),Estimate; Total: - 3 or more earners (dollars),Margin of Error; Total: - 3 or more earners (dollars)
0500000US41001,41001,"Baker County, Oregon",51199,3083,38900,6357,40163,9121,63833,6712,77212,9264
0500000US41003,41003,"Benton County, Oregon",75012,2512,52049,6350,53019,3947,88721,5766,105040,7606
0500000US41005,41005,"Clackamas County, Oregon",76549,1135,42589,1544,59519,2157,93217,1511,108295,7376
0500000US41007,41007,"Clatsop County, Oregon",54849,4773,34471,4558,39667,4035,69353,6029,93063,5957
0500000US41009,41009,"Columbia County, Oregon",63435,3506,38621,4741,47015,4890,90744,5688,98969,8057
0500000US41011,41011,"Coos County, Oregon",47830,1854,35072,2418,38658,3202,63680,5123,91683,16414
0500000US41013,41013,"Crook County, Oregon",48486,3228,32339,4769,35481,7814,58665,4308,82222,15655
0500000US41015,41015,"Curry County, Oregon",48833,3841,39979,4826,37060,10506,75726,7240,87865,12770
0500000US41017,41017,"Deschutes County, Oregon",61488,1577,43176,2937,43817,2610,72341,3369,86043,7556
0500000US41019,41019,"Douglas County, Oregon",48420,2107,32714,1943,41516,1706,66051,2917,92710,5066
0500000US41021,41021,"Gilliam County, Oregon",56667,6709,26818,8882,44732,15042,71176,6007,88472,27832
0500000US41023,41023,"Grant County, Oregon",46000,5982,29667,5808,32875,5501,65096,12186,88125,45689
0500000US41025,41025,"Harney County, Oregon",42540,4594,25273,2049,38486,7257,54050,14627,55577,8124
0500000US41027,41027,"Hood River County, Oregon",64422,5343,48083,17908,45670,8792,77023,7694,89643,12443
0500000US41029,41029,"Jackson County, Oregon",53254,1345,36741,3180,40534,1741,68912,2191,86967,7408
0500000US41031,41031,"Jefferson County, Oregon",46040,4085,29408,4997,39415,4120,61181,11581,64661,29615
0500000US41033,41033,"Josephine County, Oregon",46913,1446,36419,2101,36192,2803,65680,3606,85648,5524
0500000US41035,41035,"Klamath County, Oregon",48896,2067,33259,2649,36130,2350,68289,3633,84663,5629
0500000US41037,41037,"Lake County, Oregon",47537,5441,22294,15341,44762,19738,62571,4996,46685,34362
0500000US41039,41039,"Lane County, Oregon",56605,1357,35211,2075,43830,1649,72438,1782,82562,2400
0500000US41041,41041,"Lincoln County, Oregon",53750,2374,34691,4695,41879,4091,67507,4008,88723,7417
0500000US41043,41043,"Linn County, Oregon",55169,1751,33860,2395,40983,1622,71481,2492,85148,4097
0500000US41045,41045,"Malheur County, Oregon",45825,3356,30395,5842,33155,3594,57063,2971,81731,11583
0500000US41047,41047,"Marion County, Oregon",54920,1478,34373,2595,40339,1832,69992,2228,81903,3870
0500000US41049,41049,"Morrow County, Oregon",52652,1947,27292,6746,43618,6811,68750,8064,84412,13170
0500000US41051,41051,"Multnomah County, Oregon",65897,1115,30662,1896,47158,1664,85194,1320,95680,3729
0500000US41053,41053,"Polk County, Oregon",62802,2661,37385,5706,52186,3457,77119,5475,103050,4464
0500000US41055,41055,"Sherman County, Oregon",57115,6669,35139,4786,32000,10060,76607,16282,89500,23891
0500000US41057,41057,"Tillamook County, Oregon",51235,2242,38694,4000,44099,3120,64968,6802,80500,5852
0500000US41059,41059,"Umatilla County, Oregon",57434,1960,33788,5700,35587,2236,75817,4115,88611,8734
0500000US41061,41061,"Union County, Oregon",51973,2448,28788,4189,41987,3698,72411,6954,87276,5186
0500000US41063,41063,"Wallowa County, Oregon",54513,4107,32727,6249,42024,5277,71827,8505,83750,8216
0500000US41065,41065,"Wasco County, Oregon",53598,4104,32885,3826,41319,4477,69739,5093,77417,13263
0500000US41067,41067,"Washington County, Oregon",76711,1302,38216,1777,60433,2601,91066,2449,104545,5343
0500000US41069,41069,"Wheeler County, Oregon",46875,7842,31042,3495,47250,9896,57917,14157,65833,10104
0500000US41071,41071,"Yamhill County, Oregon",62284,2204,34547,3858,42835,2729,75715,3805,101797,3866
