GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median nonfamily household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Median nonfamily household income in the past 12 months (in 2013 inflation-adjusted dollars)
0500000US41001,41001,"Baker County, Oregon",20761,2722
0500000US41003,41003,"Benton County, Oregon",24325,1891
0500000US41005,41005,"Clackamas County, Oregon",37812,1413
0500000US41007,41007,"Clatsop County, Oregon",32320,2647
0500000US41009,41009,"Columbia County, Oregon",25810,3720
0500000US41011,41011,"Coos County, Oregon",22583,1737
0500000US41013,41013,"Crook County, Oregon",25127,2471
0500000US41015,41015,"Curry County, Oregon",22191,2571
0500000US41017,41017,"Deschutes County, Oregon",30813,2024
0500000US41019,41019,"Douglas County, Oregon",25026,1796
0500000US41021,41021,"Gilliam County, Oregon",25893,5421
0500000US41023,41023,"Grant County, Oregon",21539,1967
0500000US41025,41025,"Harney County, Oregon",20559,4838
0500000US41027,41027,"Hood River County, Oregon",36003,5454
0500000US41029,41029,"Jackson County, Oregon",27031,1106
0500000US41031,41031,"Jefferson County, Oregon",33306,4651
0500000US41033,41033,"Josephine County, Oregon",20970,1874
0500000US41035,41035,"Klamath County, Oregon",22383,1792
0500000US41037,41037,"Lake County, Oregon",20735,2871
0500000US41039,41039,"Lane County, Oregon",25754,671
0500000US41041,41041,"Lincoln County, Oregon",25862,1648
0500000US41043,41043,"Linn County, Oregon",26827,1255
0500000US41045,41045,"Malheur County, Oregon",18786,2565
0500000US41047,41047,"Marion County, Oregon",30488,1170
0500000US41049,41049,"Morrow County, Oregon",31747,3453
0500000US41051,41051,"Multnomah County, Oregon",36487,878
0500000US41053,41053,"Polk County, Oregon",27882,2438
0500000US41055,41055,"Sherman County, Oregon",24205,5503
0500000US41057,41057,"Tillamook County, Oregon",26654,2679
0500000US41059,41059,"Umatilla County, Oregon",25339,1660
0500000US41061,41061,"Union County, Oregon",21587,1868
0500000US41063,41063,"Wallowa County, Oregon",23484,3796
0500000US41065,41065,"Wasco County, Oregon",28724,3593
0500000US41067,41067,"Washington County, Oregon",40650,1224
0500000US41069,41069,"Wheeler County, Oregon",25208,6807
0500000US41071,41071,"Yamhill County, Oregon",29992,2786
