GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With self-employment income,Margin of Error; Total: - With self-employment income,Estimate; Total: - No self-employment income,Margin of Error; Total: - No self-employment income
0500000US41001,41001,"Baker County, Oregon",7120,210,1004,131,6116,219
0500000US41003,41003,"Benton County, Oregon",33384,461,4873,432,28511,599
0500000US41005,41005,"Clackamas County, Oregon",146527,937,21438,909,125089,1353
0500000US41007,41007,"Clatsop County, Oregon",15749,366,2286,350,13463,515
0500000US41009,41009,"Columbia County, Oregon",19069,260,2266,294,16803,367
0500000US41011,41011,"Coos County, Oregon",26072,569,3284,393,22788,620
0500000US41013,41013,"Crook County, Oregon",8880,313,1076,198,7804,343
0500000US41015,41015,"Curry County, Oregon",10355,345,1304,265,9051,366
0500000US41017,41017,"Deschutes County, Oregon",64568,876,10641,788,53927,1193
0500000US41019,41019,"Douglas County, Oregon",43846,599,4870,389,38976,688
0500000US41021,41021,"Gilliam County, Oregon",883,57,66,25,817,57
0500000US41023,41023,"Grant County, Oregon",3319,161,513,102,2806,175
0500000US41025,41025,"Harney County, Oregon",3113,162,662,126,2451,168
0500000US41027,41027,"Hood River County, Oregon",8144,360,1377,249,6767,396
0500000US41029,41029,"Jackson County, Oregon",83140,854,12375,752,70765,1147
0500000US41031,41031,"Jefferson County, Oregon",7882,243,903,180,6979,272
0500000US41033,41033,"Josephine County, Oregon",34390,589,4373,450,30017,658
0500000US41035,41035,"Klamath County, Oregon",27378,410,2869,330,24509,469
0500000US41037,41037,"Lake County, Oregon",3566,161,723,148,2843,200
0500000US41039,41039,"Lane County, Oregon",144912,977,19962,828,124950,1256
0500000US41041,41041,"Lincoln County, Oregon",20913,524,2791,304,18122,541
0500000US41043,41043,"Linn County, Oregon",44722,532,4884,449,39838,705
0500000US41045,41045,"Malheur County, Oregon",10136,242,1498,193,8638,288
0500000US41047,41047,"Marion County, Oregon",113285,765,12800,688,100485,888
0500000US41049,41049,"Morrow County, Oregon",3741,154,494,99,3247,181
0500000US41051,41051,"Multnomah County, Oregon",305939,1489,43930,1313,262009,1767
0500000US41053,41053,"Polk County, Oregon",28239,469,3406,375,24833,579
0500000US41055,41055,"Sherman County, Oregon",827,61,120,25,707,61
0500000US41057,41057,"Tillamook County, Oregon",10236,340,1468,188,8768,349
0500000US41059,41059,"Umatilla County, Oregon",26744,355,3634,376,23110,481
0500000US41061,41061,"Union County, Oregon",10235,204,1421,191,8814,281
0500000US41063,41063,"Wallowa County, Oregon",2996,154,536,102,2460,186
0500000US41065,41065,"Wasco County, Oregon",9612,296,1285,168,8327,309
0500000US41067,41067,"Washington County, Oregon",201771,975,23626,1128,178145,1486
0500000US41069,41069,"Wheeler County, Oregon",625,47,100,27,525,42
0500000US41071,41071,"Yamhill County, Oregon",34138,503,4617,415,29521,590
