GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With other types of income,Margin of Error; Total: - With other types of income,Estimate; Total: - No other types of income,Margin of Error; Total: - No other types of income
0500000US41001,41001,"Baker County, Oregon",7120,210,1277,168,5843,238
0500000US41003,41003,"Benton County, Oregon",33384,461,5415,459,27969,563
0500000US41005,41005,"Clackamas County, Oregon",146527,937,24567,967,121960,1288
0500000US41007,41007,"Clatsop County, Oregon",15749,366,3039,326,12710,456
0500000US41009,41009,"Columbia County, Oregon",19069,260,4131,359,14938,391
0500000US41011,41011,"Coos County, Oregon",26072,569,5001,419,21071,640
0500000US41013,41013,"Crook County, Oregon",8880,313,1964,263,6916,368
0500000US41015,41015,"Curry County, Oregon",10355,345,1636,253,8719,427
0500000US41017,41017,"Deschutes County, Oregon",64568,876,12130,818,52438,1086
0500000US41019,41019,"Douglas County, Oregon",43846,599,10651,619,33195,835
0500000US41021,41021,"Gilliam County, Oregon",883,57,135,34,748,66
0500000US41023,41023,"Grant County, Oregon",3319,161,679,114,2640,158
0500000US41025,41025,"Harney County, Oregon",3113,162,561,133,2552,162
0500000US41027,41027,"Hood River County, Oregon",8144,360,1354,268,6790,402
0500000US41029,41029,"Jackson County, Oregon",83140,854,17052,825,66088,998
0500000US41031,41031,"Jefferson County, Oregon",7882,243,1805,278,6077,339
0500000US41033,41033,"Josephine County, Oregon",34390,589,5909,560,28481,710
0500000US41035,41035,"Klamath County, Oregon",27378,410,6152,502,21226,557
0500000US41037,41037,"Lake County, Oregon",3566,161,609,117,2957,173
0500000US41039,41039,"Lane County, Oregon",144912,977,29597,937,115315,1232
0500000US41041,41041,"Lincoln County, Oregon",20913,524,3712,386,17201,562
0500000US41043,41043,"Linn County, Oregon",44722,532,9767,632,34955,771
0500000US41045,41045,"Malheur County, Oregon",10136,242,1962,220,8174,289
0500000US41047,41047,"Marion County, Oregon",113285,765,21744,797,91541,967
0500000US41049,41049,"Morrow County, Oregon",3741,154,620,118,3121,173
0500000US41051,41051,"Multnomah County, Oregon",305939,1489,46572,1182,259367,1709
0500000US41053,41053,"Polk County, Oregon",28239,469,5532,479,22707,589
0500000US41055,41055,"Sherman County, Oregon",827,61,165,33,662,58
0500000US41057,41057,"Tillamook County, Oregon",10236,340,1652,219,8584,340
0500000US41059,41059,"Umatilla County, Oregon",26744,355,5121,502,21623,542
0500000US41061,41061,"Union County, Oregon",10235,204,2049,249,8186,313
0500000US41063,41063,"Wallowa County, Oregon",2996,154,717,105,2279,146
0500000US41065,41065,"Wasco County, Oregon",9612,296,2014,243,7598,311
0500000US41067,41067,"Washington County, Oregon",201771,975,32848,1112,168923,1371
0500000US41069,41069,"Wheeler County, Oregon",625,47,76,20,549,42
0500000US41071,41071,"Yamhill County, Oregon",34138,503,6706,490,27432,610
