GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Aggregate family income in the past 12 months (in 2013 inflation-adjusted dollars):,Margin of Error; Aggregate family income in the past 12 months (in 2013 inflation-adjusted dollars):,Estimate; Married-couple family:,Margin of Error; Married-couple family:,Estimate; Married-couple family: - With own children under 18 years,Margin of Error; Married-couple family: - With own children under 18 years,Estimate; Married-couple family: - No own children under 18 years,Margin of Error; Married-couple family: - No own children under 18 years,Estimate; Other family:,Margin of Error; Other family:,"Estimate; Other family: - Male householder, no wife present:","Margin of Error; Other family: - Male householder, no wife present:","Estimate; Other family: - Male householder, no wife present: - With own children under 18 years","Margin of Error; Other family: - Male householder, no wife present: - With own children under 18 years","Estimate; Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Other family: - Female householder, no husband present:","Margin of Error; Other family: - Female householder, no husband present:","Estimate; Other family: - Female householder, no husband present: - With own children under 18 years","Margin of Error; Other family: - Female householder, no husband present: - With own children under 18 years","Estimate; Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Other family: - Female householder, no husband present: - No own children under 18 years"
0500000US41005,41005,"Clackamas County, Oregon",10375904100,580499020,9262246100,561991503,4124032400,424572935,5138213800,389932758,1113658000,153813721,402620500,110867253,188522700,67894481,214097900,81296977,711037500,95068245,342471000,67152464,368566500,100721506
0500000US41017,41017,"Deschutes County, Oregon",3062895800,378365804,2653750100,304452438,995096200,183913707,1658653900,252195040,409145700,179910539,83620800,43041482,68880700,42546464,14740000,11476469,325524900,168880098,196970500,156561667,128554400,46475613
0500000US41019,41019,"Douglas County, Oregon",1803259700,227356101,1531999600,215230778,528889300,146944051,1003110300,180640257,271260100,103088101,134958100,94326133,40655900,22524030,94302200,92948343,136302000,40472393,82002800,37914627,54299200,21257421
0500000US41029,41029,"Jackson County, Oregon",3464772900,265268541,3017113400,275711452,940744200,163478048,2076369200,229967090,447659500,86704698,100680600,38420644,40995000,17902746,59685600,34512504,346979000,80231429,145053800,37778978,201925100,65899167
0500000US41033,41033,"Josephine County, Oregon",1513637500,310195897,1307441300,312581351,264513700,75579463,1042927600,288498666,206196200,65701828,47831300,22014216,13621900,10860690,34209400,19347991,158364800,62731961,40465300,23210771,117899500,57237249
0500000US41035,41035,"Klamath County, Oregon",1130247100,127179901,974052500,127396688,357735300,82078676,616317300,90596387,156194600,49217233,63883900,36881617,25349800,16955685,38534100,31594147,92310700,35887858,35068300,22419363,57242400,27111090
0500000US41039,41039,"Lane County, Oregon",6338169100,461062063,5577785000,473268980,1671620200,184247068,3906164800,484446540,760384100,107068566,218079000,59707010,122878100,46107305,95200900,35980568,542305100,88227924,236162200,60901542,306143000,62988221
0500000US41043,41043,"Linn County, Oregon",1763353700,142840541,1496044900,139517268,537350700,87204388,958694300,121441841,267308800,65143397,103491900,59178876,21665800,15854249,81826100,57523541,163816900,34119517,91991100,32564610,71825800,24611449
0500000US41047,41047,"Marion County, Oregon",5050676400,253543127,4311341100,266628896,1671284900,193096297,2640056200,193253700,739335300,103212303,233374800,68495466,113585000,43881406,119789800,45437340,505960500,94334643,247209800,64432901,258750800,69334928
0500000US41051,41051,"Multnomah County, Oregon",15235330500,549027496,13118399200,539523194,5657138400,409784023,7461260800,512920971,2116931300,199795979,767825500,130720972,305483700,79682977,462341800,103740319,1349105800,154143017,654960300,133787278,694145500,93721020
0500000US41053,41053,"Polk County, Oregon",1381803000,158775591,1198099100,164178124,294309700,73135561,903789400,149709599,183703900,74073216,85525000,66257329,5511300,6330204,80013700,66136319,98178900,33442459,58499300,27803926,39679600,25033932
0500000US41059,41059,"Umatilla County, Oregon",1193235900,107219518,995419500,90917769,409613100,73980215,585806400,89097201,197816400,59608375,92503800,45981656,62176400,39004367,30327400,19013677,105312600,36601811,51150400,23086239,54162200,33939651
0500000US41067,41067,"Washington County, Oregon",12094266300,534340456,10602494700,541030467,5360294300,402063661,5242200400,369740542,1491771600,183386098,526968900,124247977,263746900,87048230,263222000,69159695,964802700,133908582,404101200,77578505,560701500,101920776
0500000US41071,41071,"Yamhill County, Oregon",2014830500,330214670,1815852000,333870402,670874100,126505545,1144978000,314393787,198978500,57907188,69224900,42391055,19265200,16728558,49959700,39582452,129753600,39507974,79346500,31973219,50407100,27553662
