GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD02,Estimate; Total:
HD02_VD02,Margin of Error; Total:
HD01_VD03,Estimate; Total: - With own children under 18 years
HD02_VD03,Margin of Error; Total: - With own children under 18 years
HD01_VD04,Estimate; Total: - No own children under 18 years
HD02_VD04,Margin of Error; Total: - No own children under 18 years
