GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With own children under 18 years,Margin of Error; Total: - With own children under 18 years,Estimate; Total: - No own children under 18 years,Margin of Error; Total: - No own children under 18 years
0500000US41003,41003,"Benton County, Oregon",74566,6210,71109,11527,77625,9292
0500000US41005,41005,"Clackamas County, Oregon",77915,2964,75779,5293,79741,3153
0500000US41017,41017,"Deschutes County, Oregon",58201,7022,63440,11856,54630,9710
0500000US41019,41019,"Douglas County, Oregon",49442,5132,41554,5680,53345,6882
0500000US41029,41029,"Jackson County, Oregon",51943,4130,40608,5545,57407,3046
0500000US41033,41033,"Josephine County, Oregon",46542,7110,42319,9984,48538,7865
0500000US41035,41035,"Klamath County, Oregon",47818,6290,41301,9177,51169,7001
0500000US41039,41039,"Lane County, Oregon",57398,3222,53044,3937,62596,4162
0500000US41043,41043,"Linn County, Oregon",52201,5167,48808,10247,54893,6386
0500000US41047,41047,"Marion County, Oregon",54080,3268,41738,2249,64968,3898
0500000US41051,41051,"Multnomah County, Oregon",68828,3849,64162,7640,70580,2705
0500000US41053,41053,"Polk County, Oregon",58759,7734,45094,9150,67262,13125
0500000US41059,41059,"Umatilla County, Oregon",56818,6165,52673,5792,61646,7063
0500000US41067,41067,"Washington County, Oregon",75736,2899,75760,5460,75715,3554
0500000US41071,41071,"Yamhill County, Oregon",60699,3123,54753,7930,65507,6808
