GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male householder:,Margin of Error; Male householder:,Estimate; Male householder: - Living alone:,Margin of Error; Male householder: - Living alone:,Estimate; Male householder: - Living alone: - Householder 15 to 64 years,Margin of Error; Male householder: - Living alone: - Householder 15 to 64 years,Estimate; Male householder: - Living alone: - Householder 65 years and over,Margin of Error; Male householder: - Living alone: - Householder 65 years and over,Estimate; Male householder: - Not living alone:,Margin of Error; Male householder: - Not living alone:,Estimate; Male householder: - Not living alone: - Householder 15 to 64 years,Margin of Error; Male householder: - Not living alone: - Householder 15 to 64 years,Estimate; Male householder: - Not living alone: - Householder 65 years and over,Margin of Error; Male householder: - Not living alone: - Householder 65 years and over,Estimate; Female householder:,Margin of Error; Female householder:,Estimate; Female householder: - Living alone:,Margin of Error; Female householder: - Living alone:,Estimate; Female householder: - Living alone: - Householder 15 to 64 years,Margin of Error; Female householder: - Living alone: - Householder 15 to 64 years,Estimate; Female householder: - Living alone: - Householder 65 years and over,Margin of Error; Female householder: - Living alone: - Householder 65 years and over,Estimate; Female householder: - Not living alone:,Margin of Error; Female householder: - Not living alone:,Estimate; Female householder: - Not living alone: - Householder 15 to 64 years,Margin of Error; Female householder: - Not living alone: - Householder 15 to 64 years,Estimate; Female householder: - Not living alone: - Householder 65 years and over,Margin of Error; Female householder: - Not living alone: - Householder 65 years and over
0500000US41001,41001,"Baker County, Oregon",2517,220,1189,138,1006,128,665,110,341,87,183,69,153,69,30,23,1328,153,1168,147,533,135,635,90,160,62,105,54,55,31
0500000US41003,41003,"Benton County, Oregon",14686,589,7101,449,4626,344,3655,332,971,167,2475,333,2419,334,56,45,7585,399,5139,353,3245,333,1894,193,2446,295,2330,283,116,59
0500000US41005,41005,"Clackamas County, Oregon",44564,1144,19902,889,14762,780,11067,695,3695,338,5140,610,4657,565,483,146,24662,833,20682,777,10472,655,10210,533,3980,457,3373,382,607,175
0500000US41007,41007,"Clatsop County, Oregon",5871,480,2976,375,2247,321,1604,290,643,122,729,201,636,197,93,38,2895,269,2587,267,1344,236,1243,136,308,113,266,114,42,32
0500000US41009,41009,"Columbia County, Oregon",5344,342,2698,306,2108,266,1618,254,490,127,590,177,539,175,51,38,2646,261,2266,265,1050,173,1216,166,380,111,288,94,92,59
0500000US41011,41011,"Coos County, Oregon",10173,714,4835,465,3775,457,2487,368,1288,196,1060,235,909,229,151,84,5338,433,4446,400,1907,336,2539,233,892,173,676,157,216,77
0500000US41013,41013,"Crook County, Oregon",2839,256,1319,209,1032,195,673,168,359,103,287,108,190,81,97,67,1520,201,1285,194,552,149,733,145,235,107,184,96,51,34
0500000US41015,41015,"Curry County, Oregon",4191,437,1664,283,1316,254,767,197,549,139,348,155,296,162,52,44,2527,336,2124,312,858,224,1266,221,403,171,310,153,93,57
0500000US41017,41017,"Deschutes County, Oregon",21215,915,9945,680,6588,552,4600,478,1988,295,3357,479,3027,442,330,150,11270,631,9398,646,4936,514,4462,405,1872,357,1753,345,119,60
0500000US41019,41019,"Douglas County, Oregon",14629,703,6900,505,5478,470,3357,421,2121,263,1422,254,1104,237,318,116,7729,493,6024,385,2331,300,3693,276,1705,329,1420,314,285,103
0500000US41021,41021,"Gilliam County, Oregon",351,65,203,56,188,55,165,53,23,14,15,14,15,14,0,12,148,36,134,35,44,21,90,26,14,10,14,10,0,12
