GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16
0500000US41019,41019,"Douglas County, Oregon",48420,2107,56149,2416,58851,2912,55288,2316,27001,1932,34583,4591,28333,5923,37898,7123,24340,2774,19321,2885,33054,4207
0500000US41021,41021,"Gilliam County, Oregon",56667,6709,65139,6514,65313,11220,65066,7386,26125,4273,28906,55076,28906,55076,-,**,25000,3924,27917,14462,24688,3730
0500000US41023,41023,"Grant County, Oregon",46000,5982,51814,6060,63077,12316,49510,4522,19545,6763,19348,10487,19728,14682,16528,15573,20000,11443,13884,7915,44375,40921
0500000US41025,41025,"Harney County, Oregon",42540,4594,46351,5482,51250,11878,43889,5178,26667,9476,38750,35674,92988,71907,26875,12011,24347,7325,23258,21365,27396,26804
0500000US41027,41027,"Hood River County, Oregon",64422,5343,74479,7152,73931,10302,75549,11203,40303,7481,44444,7273,60382,39161,43935,6967,34755,8878,33006,14198,46979,15445
0500000US41029,41029,"Jackson County, Oregon",53254,1345,63000,1875,65220,2743,62131,1855,27431,1452,32309,4354,25851,4945,51045,7111,25960,1630,22598,2035,31168,5852
0500000US41031,41031,"Jefferson County, Oregon",46040,4085,56110,3815,50982,12278,56881,3354,27332,7628,33886,11335,26786,14896,42841,18530,24206,4285,14524,9815,44271,17942
0500000US41033,41033,"Josephine County, Oregon",46913,1446,54122,2763,59444,5817,52087,1689,27002,2703,28096,3582,18800,7722,45667,12119,26365,3361,17978,4199,36173,4340
0500000US41035,41035,"Klamath County, Oregon",48896,2067,59758,2912,62909,5641,58596,3323,27854,2403,34813,5354,28568,5203,46635,10534,25311,2045,21280,2374,32500,5488
0500000US41037,41037,"Lake County, Oregon",47537,5441,53984,7116,57250,6438,50764,8956,21402,6167,30938,24585,43214,15094,19398,30010,20844,8983,10875,13101,24375,26827
0500000US41039,41039,"Lane County, Oregon",56605,1357,66782,1048,68752,2019,65804,1220,29046,1694,31634,2171,29045,3306,36823,4211,27165,1619,20669,1614,37026,1991
0500000US41041,41041,"Lincoln County, Oregon",53750,2374,62847,2946,64591,7222,62293,3329,28515,2298,36557,8919,32125,7226,50441,11872,24897,3163,23136,6884,28726,6717
0500000US41043,41043,"Linn County, Oregon",55169,1751,63086,2096,65940,2907,61202,1592,26930,1791,38352,4008,35000,6947,39937,7701,23596,3386,19750,3744,32332,5886
0500000US41045,41045,"Malheur County, Oregon",45825,3356,54088,2305,52659,3256,55490,3129,19704,2440,24324,12864,19828,10877,41111,13603,18160,2676,12976,5155,24405,10077
0500000US41047,41047,"Marion County, Oregon",54920,1478,65190,1483,61969,2724,67507,2392,31296,2079,40318,3998,34591,7094,47332,5381,28634,2212,21201,2837,42595,4575
0500000US41049,41049,"Morrow County, Oregon",52652,1947,62083,3542,57260,6933,66250,7820,21654,6720,24688,11802,16964,21129,47083,49448,19583,9960,16711,7970,30066,12480
0500000US41051,41051,"Multnomah County, Oregon",65897,1115,80617,1126,82708,2040,78943,1380,34480,1797,44301,3654,38977,5227,48262,2520,31330,1209,22176,1702,44107,2545
0500000US41053,41053,"Polk County, Oregon",62802,2661,71208,3104,69753,8379,71728,2999,31912,5831,46750,19721,26678,9504,82386,53997,29896,6064,25200,9811,40076,13742
0500000US41055,41055,"Sherman County, Oregon",57115,6669,63906,5617,82708,15095,56250,10651,19167,5480,16667,16285,11458,8791,26250,52079,19444,5561,14063,9500,27083,6661
0500000US41057,41057,"Tillamook County, Oregon",51235,2242,56323,3418,54306,7043,57442,3613,33241,4694,42813,11386,36607,12417,52685,11143,27792,10943,20592,11536,31438,10244
0500000US41059,41059,"Umatilla County, Oregon",57434,1960,66859,2090,67266,3064,66361,3342,32077,3176,51639,5643,37885,21235,58409,19737,24700,2735,16636,4397,52604,12733
0500000US41061,41061,"Union County, Oregon",51973,2448,58376,2074,58941,5357,58074,3091,26644,2865,37188,14038,30192,18307,50357,20875,25542,5354,16776,6136,43264,10827
0500000US41063,41063,"Wallowa County, Oregon",54513,4107,59500,3591,65000,10854,57713,6754,33125,12562,29167,48419,17143,2170,85536,65090,34375,12409,31094,13847,38500,16348
0500000US41065,41065,"Wasco County, Oregon",53598,4104,64029,2931,59618,8807,65380,3411,29643,4975,32104,7737,31061,20145,36359,9933,27461,5398,23208,9122,35563,7612
0500000US41067,41067,"Washington County, Oregon",76711,1302,87747,1676,91196,2345,85287,1743,39121,1716,48802,3515,44167,5823,54424,5851,35045,1996,27129,2360,49273,3056
0500000US41069,41069,"Wheeler County, Oregon",46875,7842,46953,9455,60417,11117,45703,5766,34583,38677,49167,282197,30833,31769,-,**,32917,36911,6875,78382,34167,42927
0500000US41071,41071,"Yamhill County, Oregon",62284,2204,71680,2522,75176,4153,69597,4111,33816,1914,34832,4978,33650,2129,43531,11930,32321,2752,23449,5777,46308,4564
