GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people 65 years and over:,Margin of Error; Households with one or more people 65 years and over:,Estimate; Households with one or more people 65 years and over: - 1-person household,Margin of Error; Households with one or more people 65 years and over: - 1-person household,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household:,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household:,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Family households,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household: - Family households,Estimate; Households with one or more people 65 years and over: - 2-or-more-person household: - Nonfamily households,Margin of Error; Households with one or more people 65 years and over: - 2-or-more-person household: - Nonfamily households,Estimate; Households with no people 65 years and over:,Margin of Error; Households with no people 65 years and over:,Estimate; Households with no people 65 years and over: - 1-person households,Margin of Error; Households with no people 65 years and over: - 1-person households,Estimate; Households with no people 65 years and over: - 2-or-more-person household:,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household:,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Family households,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household: - Family households,Estimate; Households with no people 65 years and over: - 2-or-more-person household: - Nonfamily households,Margin of Error; Households with no people 65 years and over: - 2-or-more-person household: - Nonfamily households
0500000US41001,41001,"Baker County, Oregon",7120,210,2578,100,976,139,1602,98,1484,103,118,52,4542,195,1198,171,3344,191,3119,203,225,78
0500000US41003,41003,"Benton County, Oregon",33384,461,7494,212,2865,273,4629,201,4398,180,231,87,25890,438,6900,439,18990,540,14300,520,4690,474
0500000US41005,41005,"Clackamas County, Oregon",146527,937,38405,507,13905,698,24500,466,23081,471,1419,239,108122,889,21539,929,86583,1140,78882,1019,7701,693
0500000US41007,41007,"Clatsop County, Oregon",15749,366,4790,173,1886,190,2904,170,2734,180,170,57,10959,378,2948,382,8011,417,7144,379,867,219
0500000US41009,41009,"Columbia County, Oregon",19069,260,5081,155,1706,190,3375,173,3178,163,197,87,13988,240,2668,277,11320,352,10547,371,773,183
0500000US41011,41011,"Coos County, Oregon",26072,569,9810,256,3827,325,5983,287,5566,311,417,111,16262,504,4394,545,11868,513,10333,482,1535,266
0500000US41013,41013,"Crook County, Oregon",8880,313,3161,144,1092,173,2069,143,1906,145,163,78,5719,289,1225,203,4494,294,4135,280,359,129
0500000US41015,41015,"Curry County, Oregon",10355,345,4503,184,1815,269,2688,209,2530,208,158,75,5852,334,1625,304,4227,376,3634,375,593,217
0500000US41017,41017,"Deschutes County, Oregon",64568,876,17668,395,6450,518,11218,389,10695,395,523,173,46900,856,9536,734,37364,966,32658,810,4706,560
