GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0500000US41019,41019,"Douglas County, Oregon",43846,599,16204,315,5814,369,10390,341,9603,340,787,177,27642,525,5688,556,21954,576,19614,597,2340,321
0500000US41021,41021,"Gilliam County, Oregon",883,57,289,51,113,29,176,43,176,43,0,12,594,59,209,59,385,47,356,44,29,16
0500000US41023,41023,"Grant County, Oregon",3319,161,1232,55,437,90,795,74,766,74,29,17,2087,149,575,112,1512,138,1360,121,152,60
0500000US41025,41025,"Harney County, Oregon",3113,162,947,79,319,100,628,78,605,79,23,29,2166,126,545,114,1621,134,1553,136,68,59
0500000US41027,41027,"Hood River County, Oregon",8144,360,2099,157,759,181,1340,151,1290,156,50,44,6045,349,1224,231,4821,348,4163,305,658,185
0500000US41029,41029,"Jackson County, Oregon",83140,854,26158,418,10167,642,15991,543,15011,519,980,212,56982,806,13475,803,43507,835,38987,876,4520,457
0500000US41031,41031,"Jefferson County, Oregon",7882,243,2242,133,547,127,1695,128,1624,141,71,45,5640,232,1276,243,4364,241,3882,251,482,139
0500000US41033,41033,"Josephine County, Oregon",34390,589,13287,300,5426,383,7861,311,7381,319,480,127,21103,522,4973,438,16130,550,14628,548,1502,293
0500000US41035,41035,"Klamath County, Oregon",27378,410,8466,220,2969,318,5497,248,5069,234,428,141,18912,414,4315,349,14597,443,13244,458,1353,277
0500000US41037,41037,"Lake County, Oregon",3566,161,1143,74,422,120,721,96,668,103,53,44,2423,149,755,145,1668,170,1480,162,188,78
0500000US41039,41039,"Lane County, Oregon",144912,977,39436,508,15768,750,23668,591,21785,597,1883,232,105476,962,25964,850,79512,1061,64463,1091,15049,810
0500000US41041,41041,"Lincoln County, Oregon",20913,524,7552,216,2947,290,4605,217,4272,227,333,73,13361,479,3561,369,9800,418,8773,373,1027,184
0500000US41043,41043,"Linn County, Oregon",44722,532,12903,268,4757,384,8146,308,7707,290,439,111,31819,511,5972,515,25847,603,23138,535,2709,433
0500000US41045,41045,"Malheur County, Oregon",10136,242,3177,118,1212,150,1965,142,1896,138,69,38,6959,264,1630,237,5329,267,4983,270,346,117
0500000US41047,41047,"Marion County, Oregon",113285,765,29381,403,11825,588,17556,486,16760,459,796,175,83904,776,17132,733,66772,882,61546,845,5226,508
0500000US41049,41049,"Morrow County, Oregon",3741,154,987,85,335,96,652,65,631,64,21,15,2754,136,456,104,2298,153,2180,163,118,54
0500000US41051,41051,"Multnomah County, Oregon",305939,1489,60124,850,26304,858,33820,615,31120,663,2700,326,245815,1436,75144,1594,170671,1757,134986,2016,35685,1160
0500000US41053,41053,"Polk County, Oregon",28239,469,8019,281,2659,325,5360,311,5037,306,323,113,20220,477,3796,436,16424,508,14498,506,1926,317
0500000US41055,41055,"Sherman County, Oregon",827,61,313,42,134,33,179,26,165,26,14,12,514,53,136,44,378,48,319,43,59,23
0500000US41057,41057,"Tillamook County, Oregon",10236,340,3727,145,1420,173,2307,150,2173,154,134,67,6509,305,1588,244,4921,293,4402,262,519,144
0500000US41059,41059,"Umatilla County, Oregon",26744,355,6945,192,2698,282,4247,244,4104,231,143,70,19799,369,4236,388,15563,427,14320,409,1243,235
0500000US41061,41061,"Union County, Oregon",10235,204,2901,126,997,142,1904,104,1792,118,112,71,7334,209,1638,194,5696,213,4971,215,725,148
0500000US41063,41063,"Wallowa County, Oregon",2996,154,1087,66,434,83,653,59,620,57,33,19,1909,132,623,104,1286,125,1227,121,59,35
0500000US41065,41065,"Wasco County, Oregon",9612,296,3127,161,1139,157,1988,151,1839,150,149,69,6485,279,1464,225,5021,310,4645,290,376,119
0500000US41067,41067,"Washington County, Oregon",201771,975,41593,507,16701,696,24892,622,23399,638,1493,276,160178,909,34297,989,125881,1276,112069,1181,13812,814
0500000US41069,41069,"Wheeler County, Oregon",625,47,303,32,113,26,190,25,186,26,4,5,322,42,92,32,230,32,224,32,6,4
0500000US41071,41071,"Yamhill County, Oregon",34138,503,9674,249,3402,271,6272,223,6074,226,198,80,24464,472,4031,443,20433,605,18880,602,1553,278
